"gameDate","chosenTeam","homeaway","oppTeam"
"20160130","IND","home","DEN"
"20160130","MEM","home","SAC"
"20160130","NOR","home","BKN"
"20160130","PHI","home","GS"
"20160130","SAC","away","MEM"
"20160130","SA","away","CLE"
"20160130","TOR","home","DET"
"20160130","WSH","away","HOU"
"20160131","ATL","away","MIA"
"20160131","BOS","away","ORL"
"20160131","CHA","away","LAL"
"20160131","CHI","away","LAC"
"20160131","DAL","home","PHO"
"20160131","GS","away","NYK"
"20160131","LAC","home","CHI"
"20160131","LAL","home","CHA"
"20160131","MIA","home","ATL"
"20160131","MIN","away","POR"
"20160131","NY","home","GS"
"20160131","ORL","home","BOS"
"20160131","PHO","away","DAL"
"20160131","POR","home","MIN"
"20160201","ATL","home","DAL"
"20160201","BKN","home","DET"
"20160201","CHI","away","UTA"
"20160201","CLE","away","IND"
"20160201","DAL","away","ATL"
"20160201","DEN","home","TOR"
"20160201","DET","away","BKN"
"20160201","IND","home","CLE"
"20160201","MEM","away","NOR"
"20160201","MIL","away","SAC"
"20160201","NOR","home","MEM"
"20160201","OKC","home","WSH"
"20160201","ORL","away","SAS"
"20160201","SAC","home","MIL"
"20160201","SA","home","ORL"
"20160201","TOR","away","DEN"
"20160201","UTA","home","CHI"
"20160201","WSH","away","OKC"
"20160202","BOS","away","NYK"
"20160202","HOU","home","MIA"
"20160202","LAL","home","MIN"
"20160202","MIA","away","HOU"
"20160202","MIL","away","POR"
"20160202","MIN","away","LAL"
"20160202","NY","home","BOS"
"20160202","PHO","home","TOR"
"20160202","POR","home","MIL"
"20160202","TOR","away","PHO"
"20160203","ATL","away","PHI"
"20160203","BOS","home","DET"
"20160203","BKN","home","IND"
"20160203","CHA","home","CLE"
"20160203","CHI","away","SAC"
"20160203","CLE","away","CHA"
"20160203","DAL","home","MIA"
"20160203","DEN","away","UTA"
"20160203","DET","away","BOS"
"20160203","GS","away","WSH"
"20160203","IND","away","BKN"
"20160203","LAC","home","MIN"
"20160203","MIA","away","DAL"
"20160203","MIN","away","LAC"
"20160203","NOR","away","SAS"
"20160203","OKC","home","ORL"
"20160203","ORL","away","OKC"
"20160203","PHI","home","ATL"
"20160203","SAC","home","CHI"
"20160203","SA","home","NOR"
"20160203","UTA","home","DEN"
"20160203","WSH","home","GS"
"20160204","DET","home","NYK"
"20160204","HOU","away","PHO"
"20160204","LAL","away","NOR"
"20160204","NOR","home","LAL"
"20160204","NY","away","DET"
"20160204","PHO","home","HOU"
"20160204","POR","home","TOR"
"20160204","TOR","away","POR"
"20160205","ATL","home","IND"
"20160205","BOS","away","CLE"
"20160205","BKN","home","SAC"
"20160205","CHA","home","MIA"
"20160205","CHI","away","DEN"
"20160205","CLE","home","BOS"
"20160205","DAL","home","SAS"
"20160205","DEN","home","CHI"
"20160205","IND","away","ATL"
"20160205","LAC","away","ORL"
"20160205","MEM","away","NYK"
"20160205","MIA","away","CHA"
"20160205","MIL","away","UTA"
"20160205","NY","home","MEM"
"20160205","ORL","home","LAC"
"20160205","PHI","away","WSH"
"20160205","SAC","away","BKN"
"20160205","SA","away","DAL"
"20160205","UTA","home","MIL"
"20160205","WSH","home","PHI"
"20160206","BKN","away","PHI"
"20160206","CHA","home","WSH"
"20160206","CHI","away","MIN"
"20160206","CLE","home","NOR"
"20160206","DAL","away","MEM"
"20160206","DET","away","IND"
"20160206","GS","home","OKC"
"20160206","HOU","home","POR"
"20160206","IND","home","DET"
"20160206","LAL","away","SAS"
"20160206","MEM","home","DAL"
"20160206","MIN","home","CHI"
"20160206","NOR","away","CLE"
"20160206","OKC","away","GS"
"20160206","PHI","home","BKN"
"20160206","PHO","home","UTA"
"20160206","POR","away","HOU"
"20160206","SA","home","LAL"
"20160206","UTA","away","PHO"
"20160206","WSH","away","CHA"
"20160207","ATL","away","ORL"
"20160207","BOS","home","SAC"
"20160207","DEN","away","NYK"
"20160207","LAC","away","MIA"
"20160207","MIA","home","LAC"
"20160207","NY","home","DEN"
"20160207","ORL","home","ATL"
"20160207","SAC","away","BOS"
"20160208","ATL","home","ORL"
"20160208","BKN","home","DEN"
"20160208","CHA","home","CHI"
"20160208","CHI","away","CHA"
"20160208","CLE","home","SAC"
"20160208","DEN","away","BKN"
"20160208","DET","home","TOR"
"20160208","IND","home","LAL"
"20160208","LAC","away","PHI"
"20160208","LAL","away","IND"
"20160208","MEM","home","POR"
"20160208","MIN","home","NOR"
"20160208","NOR","away","MIN"
"20160208","OKC","away","PHO"
"20160208","ORL","away","ATL"
"20160208","PHI","home","LAC"
"20160208","PHO","home","OKC"
"20160208","POR","away","MEM"
"20160208","SAC","away","CLE"
"20160208","TOR","away","DET"
"20160209","BOS","away","MIL"
"20160209","DAL","home","UTA"
"20160209","GS","home","HOU"
"20160209","HOU","away","GS"
"20160209","MIA","home","SAS"
"20160209","MIL","home","BOS"
"20160209","NY","home","WSH"
"20160209","SA","away","MIA"
"20160209","UTA","away","DAL"
"20160209","WSH","away","NYK"
"20160210","ATL","away","CHI"
"20160210","BOS","home","LAC"
"20160210","BKN","home","MEM"
"20160210","CHA","away","IND"
"20160210","CHI","home","ATL"
"20160210","CLE","home","LAL"
"20160210","DEN","away","DET"
"20160210","DET","home","DEN"
"20160210","GS","away","PHO"
"20160210","HOU","away","POR"
"20160210","IND","home","CHA"
"20160210","LAC","away","BOS"
"20160210","LAL","away","CLE"
"20160210","MEM","away","BKN"
"20160210","MIN","home","TOR"
"20160210","NOR","home","UTA"
"20160210","ORL","home","SAS"
"20160210","PHI","home","SAC"
"20160210","PHO","home","GS"
"20160210","POR","home","HOU"
"20160210","SAC","away","PHI"
"20160210","SA","away","ORL"
"20160210","TOR","away","MIN"
"20160210","UTA","away","NOR"
"20160211","MIL","home","WSH"
"20160211","NOR","away","OKC"
"20160211","OKC","home","NOR"
"20160211","WSH","away","MIL"
"20160218","CHI","away","CLE"
"20160218","CLE","home","CHI"
"20160218","LAC","home","SAS"
"20160218","SA","away","LAC"
"20160219","ATL","home","MIA"
"20160219","BOS","away","UTA"
"20160219","BKN","home","NYK"
"20160219","CHA","away","MIL"
"20160219","CHI","home","TOR"
"20160219","DAL","away","ORL"
"20160219","DEN","away","SAC"
"20160219","DET","away","WSH"
"20160219","GS","away","POR"
"20160219","HOU","away","PHO"
"20160219","IND","away","OKC"
"20160219","LAL","home","SAS"
"20160219","MEM","home","MIN"
"20160219","MIA","away","ATL"
"20160219","MIL","home","CHA"
"20160219","MIN","away","MEM"
"20160219","NOR","home","PHI"
"20160219","NY","away","BKN"
"20160219","OKC","home","IND"
"20160219","ORL","home","DAL"
"20160219","PHI","away","NOR"
"20160219","PHO","home","HOU"
"20160219","POR","home","GS"
"20160219","SAC","home","DEN"
"20160219","SA","away","LAL"
"20160219","TOR","away","CHI"
"20160219","UTA","home","BOS"
"20160219","WSH","home","DET"
"20160220","ATL","home","MIL"
"20160220","GS","away","LAC"
"20160220","LAC","home","GS"
"20160220","MIA","home","WSH"
"20160220","MIL","away","ATL"
"20160220","MIN","home","NYK"
"20160220","NY","away","MIN"
"20160220","WSH","away","MIA"
"20160221","BOS","away","DEN"
"20160221","BKN","home","CHA"
"20160221","CHA","away","BKN"
"20160221","CHI","home","LAL"
"20160221","CLE","away","OKC"
"20160221","DAL","home","PHI"
"20160221","DEN","home","BOS"
"20160221","DET","home","NOR"
"20160221","IND","away","ORL"
"20160221","LAL","away","CHI"
"20160221","MEM","away","TOR"
"20160221","NOR","away","DET"
"20160221","OKC","home","CLE"
"20160221","ORL","home","IND"
"20160221","PHI","away","DAL"
"20160221","PHO","home","SAS"
"20160221","POR","home","UTA"
"20160221","SA","away","PHO"
"20160221","TOR","home","MEM"
"20160221","UTA","away","POR"
"20160222","ATL","home","GS"
"20160222","BOS","away","MIN"
"20160222","CLE","home","DET"
"20160222","DET","away","CLE"
"20160222","GS","away","ATL"
"20160222","IND","away","MIA"
"20160222","LAC","home","PHO"
"20160222","LAL","away","MIL"
"20160222","MIA","home","IND"
"20160222","MIL","home","LAL"
"20160222","MIN","home","BOS"
"20160222","NY","home","TOR"
"20160222","PHO","away","LAC"
"20160222","TOR","away","NYK"
"20160223","BKN","away","POR"
"20160223","DEN","home","SAC"
"20160223","HOU","away","UTA"
"20160223","NOR","away","WSH"
"20160223","ORL","away","PHI"
"20160223","PHI","home","ORL"
"20160223","POR","home","BKN"
"20160223","SAC","away","DEN"
"20160223","UTA","home","HOU"
"20160223","WSH","home","NOR"
"20160224","CHA","away","CLE"
"20160224","CHI","home","WSH"
"20160224","CLE","home","CHA"
"20160224","DAL","home","OKC"
"20160224","DEN","away","LAC"
"20160224","DET","home","PHI"
"20160224","GS","away","MIA"
"20160224","IND","home","NYK"
"20160224","LAC","home","DEN"
"20160224","LAL","away","MEM"
"20160224","MEM","home","LAL"
"20160224","MIA","home","GS"
"20160224","MIN","away","TOR"
"20160224","NY","away","IND"
"20160224","OKC","away","DAL"
"20160224","PHI","away","DET"
"20160224","SAC","home","SAS"
"20160224","SA","away","SAC"
"20160224","TOR","home","MIN"
"20160224","WSH","away","CHI"
"20160225","BOS","home","MIL"
"20160225","BKN","away","PHO"
"20160225","GS","away","ORL"
"20160225","HOU","away","POR"
"20160225","MIL","away","BOS"
"20160225","NOR","home","OKC"
"20160225","OKC","away","NOR"
"20160225","ORL","home","GS"
"20160225","PHO","home","BKN"
"20160225","POR","home","HOU"
"20160225","SA","away","UTA"
"20160225","UTA","home","SAS"
"20160226","ATL","home","CHI"
"20160226","CHA","away","IND"
"20160226","CHI","away","ATL"
"20160226","CLE","away","TOR"
"20160226","DAL","home","DEN"
"20160226","DEN","away","DAL"
"20160226","IND","home","CHA"
"20160226","LAC","away","SAC"
"20160226","LAL","home","MEM"
"20160226","MEM","away","LAL"
"20160226","NY","home","ORL"
"20160226","ORL","away","NYK"
"20160226","PHI","home","WSH"
"20160226","SAC","home","LAC"
"20160226","TOR","home","CLE"
"20160226","WSH","away","PHI"
"20160227","BOS","home","MIA"
"20160227","BKN","away","UTA"
"20160227","CHI","home","POR"
"20160227","DET","away","MIL"
"20160227","GS","away","OKC"
"20160227","HOU","home","SAS"
"20160227","MEM","away","PHO"
"20160227","MIA","away","BOS"
"20160227","MIL","home","DET"
"20160227","MIN","away","NOR"
"20160227","NOR","home","MIN"
"20160227","OKC","home","GS"
"20160227","PHO","home","MEM"
"20160227","POR","away","CHI"
"20160227","SA","away","HOU"
"20160227","UTA","home","BKN"
"20160228","ATL","home","CHA"
"20160228","CHA","away","ATL"
"20160228","CLE","away","WSH"
"20160228","DAL","home","MIN"
"20160228","DET","home","TOR"
"20160228","IND","home","POR"
"20160228","MIA","away","NYK"
"20160228","MIN","away","DAL"
"20160228","NY","home","MIA"
"20160228","ORL","home","PHI"
"20160228","PHI","away","ORL"
"20160228","POR","away","IND"
"20160228","TOR","away","DET"
"20160228","WSH","home","CLE"
"20160229","BOS","home","UTA"
"20160229","BKN","away","LAC"
"20160229","CLE","home","IND"
"20160229","DEN","home","MEM"
"20160229","HOU","away","MIL"
"20160229","IND","away","CLE"
"20160229","LAC","home","BKN"
"20160229","MEM","away","DEN"
"20160229","MIL","home","HOU"
"20160229","OKC","away","SAC"
"20160229","PHI","away","WSH"
"20160229","SAC","home","OKC"
"20160229","UTA","away","BOS"
"20160229","WSH","home","PHI"
"20160301","ATL","away","GS"
"20160301","BKN","away","LAL"
"20160301","CHA","home","PHO"
"20160301","CHI","away","MIA"
"20160301","DAL","home","ORL"
"20160301","GS","home","ATL"
"20160301","LAL","home","BKN"
"20160301","MIA","home","CHI"
"20160301","NY","home","POR"
"20160301","ORL","away","DAL"
"20160301","PHO","away","CHA"
"20160301","POR","away","NYK"
"20160302","BOS","home","POR"
"20160302","CHA","away","PHI"
"20160302","CHI","away","ORL"
"20160302","DEN","home","LAL"
"20160302","DET","away","SAS"
"20160302","HOU","home","NOR"
"20160302","IND","away","MIL"
"20160302","LAC","home","OKC"
"20160302","LAL","away","DEN"
"20160302","MEM","home","SAC"
"20160302","MIL","home","IND"
"20160302","MIN","home","WSH"
"20160302","NOR","away","HOU"
"20160302","OKC","away","LAC"
"20160302","ORL","home","CHI"
"20160302","PHI","home","CHA"
"20160302","POR","away","BOS"
"20160302","SAC","away","MEM"
"20160302","SA","home","DET"
"20160302","TOR","home","UTA"
"20160302","UTA","away","TOR"
"20160302","WSH","away","MIN"
"20160303","DAL","home","SAC"
"20160303","GS","home","OKC"
"20160303","MIA","home","PHO"
"20160303","NOR","home","SAS"
"20160303","OKC","away","GS"
"20160303","PHO","away","MIA"
"20160303","SAC","away","DAL"
"20160303","SA","away","NOR"
"20160304","ATL","away","LAL"
"20160304","BOS","home","NYK"
"20160304","BKN","away","DEN"
"20160304","CHA","home","IND"
"20160304","CLE","home","WSH"
"20160304","DEN","home","BKN"
"20160304","IND","away","CHA"
"20160304","LAL","home","ATL"
"20160304","MEM","home","UTA"
"20160304","MIA","away","PHI"
"20160304","MIL","home","MIN"
"20160304","MIN","away","MIL"
"20160304","NY","away","BOS"
"20160304","ORL","home","PHO"
"20160304","PHI","home","MIA"
"20160304","PHO","away","ORL"
"20160304","POR","away","TOR"
"20160304","TOR","home","POR"
"20160304","UTA","away","MEM"
"20160304","WSH","away","CLE"
"20160305","ATL","away","LAC"
"20160305","BOS","away","CLE"
"20160305","BKN","away","MIN"
"20160305","CHI","home","HOU"
"20160305","CLE","home","BOS"
"20160305","DET","away","NYK"
"20160305","HOU","away","CHI"
"20160305","IND","away","WSH"
"20160305","LAC","home","ATL"
"20160305","MIN","home","BKN"
"20160305","NOR","home","UTA"
"20160305","NY","home","DET"
"20160305","SAC","away","SAS"
"20160305","SA","home","SAC"
"20160305","UTA","away","NOR"
"20160305","WSH","home","IND"
"20160306","DAL","away","DEN"
"20160306","DEN","home","DAL"
"20160306","DET","home","POR"
"20160306","GS","away","LAL"
"20160306","HOU","away","TOR"
"20160306","LAL","home","GS"
"20160306","MEM","home","PHO"
"20160306","MIA","home","PHI"
"20160306","MIL","home","OKC"
"20160306","OKC","away","MIL"
"20160306","PHI","away","MIA"
"20160306","PHO","away","MEM"
"20160306","POR","away","DET"
"20160306","TOR","home","HOU"
"20160307","CHA","home","MIN"
"20160307","CHI","home","MIL"
"20160307","CLE","home","MEM"
"20160307","DAL","home","LAC"
"20160307","GS","home","ORL"
"20160307","IND","home","SAS"
"20160307","LAC","away","DAL"
"20160307","MEM","away","CLE"
"20160307","MIL","away","CHI"
"20160307","MIN","away","CHA"
"20160307","NOR","home","SAC"
"20160307","ORL","away","GS"
"20160307","SAC","away","NOR"
"20160307","SA","away","IND"
"20160308","ATL","away","UTA"
"20160308","BKN","away","TOR"
"20160308","DEN","home","NYK"
"20160308","LAL","home","ORL"
"20160308","MIN","home","SAS"
"20160308","NY","away","DEN"
"20160308","ORL","away","LAL"
"20160308","POR","home","WSH"
"20160308","SA","away","MIN"
"20160308","TOR","home","BKN"
"20160308","UTA","home","ATL"
"20160308","WSH","away","POR"
"20160309","BOS","home","MEM"
"20160309","CHA","home","NOR"
"20160309","CLE","away","SAC"
"20160309","DAL","home","DET"
"20160309","DET","away","DAL"
"20160309","GS","home","UTA"
"20160309","HOU","away","PHI"
"20160309","LAC","away","OKC"
"20160309","MEM","away","BOS"
"20160309","MIA","away","MIL"
"20160309","MIL","home","MIA"
"20160309","NOR","away","CHA"
"20160309","NY","away","PHO"
"20160309","OKC","home","LAC"
"20160309","PHI","home","HOU"
"20160309","PHO","home","NYK"
"20160309","SAC","home","CLE"
"20160309","UTA","away","GS"
"20160310","ATL","away","TOR"
"20160310","CHI","away","SAS"
"20160310","CLE","away","LAL"
"20160310","DEN","home","PHO"
"20160310","LAL","home","CLE"
"20160310","PHO","away","DEN"
"20160310","SA","home","CHI"
"20160310","TOR","home","ATL"
"20160311","BOS","home","HOU"
"20160311","BKN","away","PHI"
"20160311","CHA","home","DET"
"20160311","CHI","home","MIA"
"20160311","DET","away","CHA"
"20160311","GS","home","POR"
"20160311","HOU","away","BOS"
"20160311","LAC","home","NYK"
"20160311","MEM","home","NOR"
"20160311","MIA","away","CHI"
"20160311","MIN","away","OKC"
"20160311","NOR","away","MEM"
"20160311","NY","away","LAC"
"20160311","OKC","home","MIN"
"20160311","ORL","away","SAC"
"20160311","PHI","home","BKN"
"20160311","POR","away","GS"
"20160311","SAC","home","ORL"
"20160311","UTA","home","WSH"
"20160311","WSH","away","UTA"
"20160312","ATL","home","MEM"
"20160312","CHA","home","HOU"
"20160312","DAL","home","IND"
"20160312","DEN","home","WSH"
"20160312","DET","away","PHI"
"20160312","GS","home","PHO"
"20160312","HOU","away","CHA"
"20160312","IND","away","DAL"
"20160312","MEM","away","ATL"
"20160312","MIA","away","TOR"
"20160312","MIL","home","NOR"
"20160312","NOR","away","MIL"
"20160312","OKC","away","SAS"
"20160312","ORL","away","POR"
"20160312","PHI","home","DET"
"20160312","PHO","away","GS"
"20160312","POR","home","ORL"
"20160312","SA","home","OKC"
"20160312","TOR","home","MIA"
"20160312","WSH","away","DEN"
"20160313","ATL","home","IND"
"20160313","BKN","home","MIL"
"20160313","CLE","away","LAC"
"20160313","IND","away","ATL"
"20160313","LAC","home","CLE"
"20160313","LAL","home","NYK"
"20160313","MIL","away","BKN"
"20160313","NY","away","LAL"
"20160313","SAC","home","UTA"
"20160313","UTA","away","SAC"
"20160314","CHA","home","DAL"
"20160314","CHI","away","TOR"
"20160314","CLE","away","UTA"
"20160314","DAL","away","CHA"
"20160314","DEN","away","MIA"
"20160314","DET","away","WSH"
"20160314","GS","home","NOR"
"20160314","HOU","home","MEM"
"20160314","MEM","away","HOU"
"20160314","MIA","home","DEN"
"20160314","MIN","away","PHO"
"20160314","NOR","away","GS"
"20160314","OKC","home","POR"
"20160314","PHO","home","MIN"
"20160314","POR","away","OKC"
"20160314","TOR","home","CHI"
"20160314","UTA","home","CLE"
"20160314","WSH","home","DET"
"20160315","BOS","away","IND"
"20160315","BKN","home","PHI"
"20160315","DEN","away","ORL"
"20160315","IND","home","BOS"
"20160315","LAC","away","SAS"
"20160315","LAL","home","SAC"
"20160315","MIL","home","TOR"
"20160315","ORL","home","DEN"
"20160315","PHI","away","BKN"
"20160315","SAC","away","LAL"
"20160315","SA","home","LAC"
"20160315","TOR","away","MIL"
"20160316","ATL","away","DET"
"20160316","BOS","home","OKC"
"20160316","CHA","home","ORL"
"20160316","CHI","away","WSH"
"20160316","CLE","home","DAL"
"20160316","DAL","away","CLE"
"20160316","DET","home","ATL"
"20160316","GS","home","NYK"
"20160316","HOU","home","LAC"
"20160316","LAC","away","HOU"
"20160316","MEM","home","MIN"
"20160316","MIN","away","MEM"
"20160316","NOR","away","SAC"
"20160316","NY","away","GS"
"20160316","OKC","away","BOS"
"20160316","ORL","away","CHA"
"20160316","SAC","home","NOR"
"20160316","WSH","home","CHI"
"20160317","ATL","home","DEN"
"20160317","BKN","away","CHI"
"20160317","CHA","away","MIA"
"20160317","CHI","home","BKN"
"20160317","DEN","away","ATL"
"20160317","IND","home","TOR"
"20160317","MEM","away","MIL"
"20160317","MIA","home","CHA"
"20160317","MIL","home","MEM"
"20160317","PHI","home","WSH"
"20160317","PHO","away","UTA"
"20160317","POR","away","SAS"
"20160317","SA","home","POR"
"20160317","TOR","away","IND"
"20160317","UTA","home","PHO"
"20160317","WSH","away","PHI"
"20160318","BOS","away","TOR"
"20160318","CLE","away","ORL"
"20160318","DAL","home","GS"
"20160318","DET","home","SAC"
"20160318","GS","away","DAL"
"20160318","HOU","home","MIN"
"20160318","LAL","home","PHO"
"20160318","MIN","away","HOU"
"20160318","NOR","home","POR"
"20160318","OKC","away","PHI"
"20160318","ORL","home","CLE"
"20160318","PHI","home","OKC"
"20160318","PHO","away","LAL"
"20160318","POR","away","NOR"
"20160318","SAC","away","DET"
"20160318","TOR","home","BOS"
"20160319","ATL","home","HOU"
"20160319","BKN","away","DET"
"20160319","CHA","home","DEN"
"20160319","CHI","home","UTA"
"20160319","CLE","away","MIA"
"20160319","DEN","away","CHA"
"20160319","DET","home","BKN"
"20160319","GS","away","SAS"
"20160319","HOU","away","ATL"
"20160319","IND","home","OKC"
"20160319","LAC","away","MEM"
"20160319","MEM","home","LAC"
"20160319","MIA","home","CLE"
"20160319","NY","away","WSH"
"20160319","OKC","away","IND"
"20160319","SA","home","GS"
"20160319","UTA","away","CHI"
"20160319","WSH","home","NYK"
"20160320","BOS","away","PHI"
"20160320","DAL","home","POR"
"20160320","LAC","away","NOR"
"20160320","MIL","home","UTA"
"20160320","NOR","home","LAC"
"20160320","NY","home","SAC"
"20160320","ORL","away","TOR"
"20160320","PHI","home","BOS"
"20160320","POR","away","DAL"
"20160320","SAC","away","NYK"
"20160320","TOR","home","ORL"
"20160320","UTA","away","MIL"
"20160321","ATL","home","WSH"
"20160321","BOS","home","ORL"
"20160321","CHA","home","SAS"
"20160321","CHI","home","SAC"
"20160321","CLE","home","DEN"
"20160321","DEN","away","CLE"
"20160321","DET","home","MIL"
"20160321","GS","away","MIN"
"20160321","IND","home","PHI"
"20160321","MEM","away","PHO"
"20160321","MIL","away","DET"
"20160321","MIN","home","GS"
"20160321","ORL","away","BOS"
"20160321","PHI","away","IND"
"20160321","PHO","home","MEM"
"20160321","SAC","away","CHI"
"20160321","SA","away","CHA"
"20160321","WSH","away","ATL"
"20160322","BKN","home","CHA"
"20160322","CHA","away","BKN"
"20160322","HOU","away","OKC"
"20160322","LAL","home","MEM"
"20160322","MEM","away","LAL"
"20160322","MIA","away","NOR"
"20160322","NOR","home","MIA"
"20160322","OKC","home","HOU"
"20160323","ATL","away","WSH"
"20160323","BOS","home","TOR"
"20160323","CHI","home","NYK"
"20160323","CLE","home","MIL"
"20160323","DAL","away","POR"
"20160323","DEN","home","PHI"
"20160323","DET","home","ORL"
"20160323","GS","home","LAC"
"20160323","HOU","home","UTA"
"20160323","LAC","away","GS"
"20160323","LAL","away","PHO"
"20160323","MIA","away","SAS"
"20160323","MIL","away","CLE"
"20160323","MIN","home","SAC"
"20160323","NY","away","CHI"
"20160323","ORL","away","DET"
"20160323","PHI","away","DEN"
"20160323","PHO","home","LAL"
"20160323","POR","home","DAL"
"20160323","SAC","away","MIN"
"20160323","SA","home","MIA"
"20160323","TOR","away","BOS"
"20160323","UTA","away","HOU"
"20160323","WSH","home","ATL"
"20160324","BKN","home","CLE"
"20160324","CHI","away","NYK"
"20160324","CLE","away","BKN"
"20160324","IND","home","NOR"
"20160324","LAC","home","POR"
"20160324","NOR","away","IND"
"20160324","NY","home","CHI"
"20160324","OKC","home","UTA"
"20160324","POR","away","LAC"
"20160324","UTA","away","OKC"
"20160325","ATL","home","MIL"
"20160325","CHA","away","DET"
"20160325","DAL","away","GS"
"20160325","DEN","away","LAL"
"20160325","DET","home","CHA"
"20160325","GS","home","DAL"
"20160325","HOU","home","TOR"
"20160325","LAL","home","DEN"
"20160325","MEM","away","SAS"
"20160325","MIA","home","ORL"
"20160325","MIL","away","ATL"
"20160325","MIN","away","WSH"
"20160325","ORL","away","MIA"
"20160325","PHO","away","SAC"
"20160325","SAC","home","PHO"
"20160325","SA","home","MEM"
"20160325","TOR","away","HOU"
"20160325","WSH","home","MIN"
"20160326","ATL","away","DET"
"20160326","BOS","away","PHO"
"20160326","BKN","home","IND"
"20160326","CHA","away","MIL"
"20160326","CHI","away","ORL"
"20160326","CLE","away","NYK"
"20160326","DET","home","ATL"
"20160326","IND","away","BKN"
"20160326","MIL","home","CHA"
"20160326","MIN","home","UTA"
"20160326","NOR","home","TOR"
"20160326","NY","home","CLE"
"20160326","OKC","home","SAS"
"20160326","ORL","home","CHI"
"20160326","PHI","away","POR"
"20160326","PHO","home","BOS"
"20160326","POR","home","PHI"
"20160326","SA","away","OKC"
"20160326","TOR","away","NOR"
"20160326","UTA","away","MIN"
"20160327","DAL","away","SAC"
"20160327","DEN","away","LAC"
"20160327","GS","home","PHI"
"20160327","HOU","away","IND"
"20160327","IND","home","HOU"
"20160327","LAC","home","DEN"
"20160327","LAL","home","WSH"
"20160327","PHI","away","GS"
"20160327","SAC","home","DAL"
"20160327","WSH","away","LAL"
"20160328","ATL","away","CHI"
"20160328","BOS","away","LAC"
"20160328","BKN","away","MIA"
"20160328","CHI","home","ATL"
"20160328","DAL","away","DEN"
"20160328","DEN","home","DAL"
"20160328","LAC","home","BOS"
"20160328","LAL","away","UTA"
"20160328","MEM","home","SAS"
"20160328","MIA","home","BKN"
"20160328","MIN","home","PHO"
"20160328","NOR","home","NYK"
"20160328","NY","away","NOR"
"20160328","OKC","away","TOR"
"20160328","PHO","away","MIN"
"20160328","POR","home","SAC"
"20160328","SAC","away","POR"
"20160328","SA","away","MEM"
"20160328","TOR","home","OKC"
"20160328","UTA","home","LAL"
"20160329","BKN","away","ORL"
"20160329","CHA","away","PHI"
"20160329","CHI","away","IND"
"20160329","CLE","home","HOU"
"20160329","DET","home","OKC"
"20160329","GS","home","WSH"
"20160329","HOU","away","CLE"
"20160329","IND","home","CHI"
"20160329","OKC","away","DET"
"20160329","ORL","home","BKN"
"20160329","PHI","home","CHA"
"20160329","WSH","away","GS"
"20160330","ATL","away","TOR"
"20160330","DAL","home","NYK"
"20160330","DEN","away","MEM"
"20160330","GS","away","UTA"
"20160330","LAC","away","MIN"
"20160330","LAL","home","MIA"
"20160330","MEM","home","DEN"
"20160330","MIA","away","LAL"
"20160330","MIL","home","PHO"
"20160330","MIN","home","LAC"
"20160330","NOR","away","SAS"
"20160330","NY","away","DAL"
"20160330","PHO","away","MIL"
"20160330","SAC","home","WSH"
"20160330","SA","home","NOR"
"20160330","TOR","home","ATL"
"20160330","UTA","home","GS"
"20160330","WSH","away","SAC"
"20160331","BOS","away","POR"
"20160331","BKN","away","CLE"
"20160331","CHI","away","HOU"
"20160331","CLE","home","BKN"
"20160331","DEN","away","NOR"
"20160331","HOU","home","CHI"
"20160331","IND","home","ORL"
"20160331","LAC","away","OKC"
"20160331","NOR","home","DEN"
"20160331","OKC","home","LAC"
"20160331","ORL","away","IND"
"20160331","POR","home","BOS"
"20160401","ATL","home","CLE"
"20160401","BOS","away","GS"
"20160401","BKN","away","NYK"
"20160401","CHA","home","PHI"
"20160401","CLE","away","ATL"
"20160401","DAL","away","DET"
"20160401","DET","home","DAL"
"20160401","GS","home","BOS"
"20160401","MEM","home","TOR"
"20160401","MIA","away","SAC"
"20160401","MIL","home","ORL"
"20160401","MIN","away","UTA"
"20160401","NY","home","BKN"
"20160401","ORL","away","MIL"
"20160401","PHI","away","CHA"
"20160401","PHO","home","WSH"
"20160401","SAC","home","MIA"
"20160401","TOR","away","MEM"
"20160401","UTA","home","MIN"
"20160401","WSH","away","PHO"
"20160402","CHI","home","DET"
"20160402","DEN","home","SAC"
"20160402","DET","away","CHI"
"20160402","IND","away","PHI"
"20160402","MIA","away","POR"
"20160402","PHI","home","IND"
"20160402","POR","home","MIA"
"20160402","SAC","away","DEN"
"20160402","SA","home","TOR"
"20160402","TOR","away","SAS"
"20160403","BOS","away","LAL"
"20160403","BKN","home","NOR"
"20160403","CHA","away","CLE"
"20160403","CHI","away","MIL"
"20160403","CLE","home","CHA"
"20160403","DAL","away","MIN"
"20160403","GS","home","POR"
"20160403","HOU","home","OKC"
"20160403","IND","away","NYK"
"20160403","LAC","home","WSH"
"20160403","LAL","home","BOS"
"20160403","MEM","away","ORL"
"20160403","MIL","home","CHI"
"20160403","MIN","home","DAL"
"20160403","NOR","away","BKN"
"20160403","NY","home","IND"
"20160403","OKC","away","HOU"
"20160403","ORL","home","MEM"
"20160403","PHO","home","UTA"
"20160403","POR","away","GS"
"20160403","UTA","away","PHO"
"20160403","WSH","away","LAC"
"20160405","ATL","home","PHO"
"20160405","CHA","away","TOR"
"20160405","CHI","away","MEM"
"20160405","CLE","away","MIL"
